Date,Company,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-12,NVIDIA,142.86476207758554,153.48981399586268,141.36010206319395,152.05514526367188,86932400,0.0,0.0
2021-04-13,NVIDIA,152.2801095462684,156.96403384795434,151.22285668405016,156.7590789794922,67621200,0.0,0.0
2021-04-14,NVIDIA,156.21419897851914,157.16898199331098,152.24010365438846,152.73500061035156,38550000,0.0,0.0
2021-04-15,NVIDIA,156.58911565306076,162.10535336951088,156.27918911799418,161.3355255126953,59848000,0.0,0.0
2021-04-16,NVIDIA,160.49322366722964,161.62046781405573,158.61615133460813,159.0885467529297,33520800,0.0,0.0
2021-04-19,NVIDIA,155.32940301766052,158.03877346800152,152.29509483805822,153.58229064941406,40442000,0.0,0.0
2021-04-20,NVIDIA,153.19739039254924,154.93449535728664,149.5957224896104,151.677734375,33413200,0.0,0.0
2021-04-21,NVIDIA,151.15286701558423,153.58980864998182,150.9879115249696,153.56980895996094,21677600,0.0,0.0
2021-04-22,NVIDIA,153.71477051578975,154.3496195232504,147.80113256079565,148.46847534179688,27778800,0.0,0.0
2021-04-23,NVIDIA,149.308283965129,153.31487315740608,148.9683655214186,152.61752319335938,22750000,0.0,0.0
2021-04-26,NVIDIA,151.81521596419663,154.75452957052428,151.21534732722756,154.74453735351562,19779600,0.0,0.0
2021-04-27,NVIDIA,155.74930500035927,156.66909234860506,153.5098128120483,153.78225708007812,16457200,0.0,0.0
2021-04-28,NVIDIA,153.60979954796207,155.28690541851196,152.12013546018983,152.7324981689453,20941600,0.0,0.0
2021-04-29,NVIDIA,153.96471712083007,154.3296389877298,150.68046608461216,153.21238708496094,17319600,0.0,0.0
2021-04-30,NVIDIA,151.71022372108132,153.6147859820793,149.9356365531076,150.06060791015625,20191200,0.0,0.0
2021-05-03,NVIDIA,151.21534292694787,152.43256273140747,147.84111626659447,148.33349609375,20391200,0.0,0.0
2021-05-04,NVIDIA,146.3389595627607,146.34146143078826,140.07039192204869,143.4796142578125,40532400,0.0,0.0
2021-05-05,NVIDIA,147.05629557202792,148.10105431450307,143.84203584329856,144.5518798828125,29202400,0.0,0.0
2021-05-06,NVIDIA,144.9192835589229,145.67910391319853,142.14741216430912,145.19671630859375,19338000,0.0,0.0
2021-05-07,NVIDIA,148.04857788823213,149.67320559324264,146.68388512411775,148.08856201171875,22932800,0.0,0.0
2021-05-10,NVIDIA,147.83861842219574,148.02607546398391,142.46735175900574,142.62481689453125,26890400,0.0,0.0
2021-05-11,NVIDIA,138.2183266735952,143.5146136169235,137.46849849995903,143.02972412109375,28558400,0.0,0.0
2021-05-12,NVIDIA,140.06290145100485,142.56981897832028,137.06108696874097,137.55348205566406,30340800,0.0,0.0
2021-05-13,NVIDIA,140.30533852191832,140.77523205176223,134.55915788107535,136.62118530273438,28540400,0.0,0.0
2021-05-14,NVIDIA,138.86816426366974,143.2471654463147,137.45349523037143,142.39735412597656,25861600,0.0,0.0
2021-05-17,NVIDIA,141.53757135279562,141.6600408452235,138.50326305896314,141.62254333496094,21698000,0.0,0.0
2021-05-18,NVIDIA,142.63730263161693,144.0094856563512,140.00790046432923,140.12538146972656,18625600,0.0,0.0
2021-05-19,NVIDIA,135.63391057566764,140.76274010400886,135.40146567524133,140.62527465820312,34400000,0.0,0.0
2021-05-20,NVIDIA,142.99222633625652,146.80385287826877,142.67230758220404,146.09152221679688,32159200,0.0,0.0
2021-05-21,NVIDIA,151.60275534530868,152.18512616046155,148.66093987384124,149.88314819335938,67299200,0.0,0.0
2021-05-24,NVIDIA,152.09014863929752,157.41392564742873,151.72522676774793,156.084228515625,55481600,0.0,0.0
2021-05-25,NVIDIA,157.62387452545826,158.14874811510649,154.78951747759763,156.44163513183594,43540800,0.0,0.0
2021-05-26,NVIDIA,157.30645535515242,157.90132027522773,155.82679865943345,156.9640350341797,37044000,0.0,0.0
2021-05-27,NVIDIA,156.96152037551497,157.46390766462508,154.5645783240283,154.84451293945312,58147600,0.0,0.0
2021-05-28,NVIDIA,154.9744816833667,162.73770210996543,154.9744816833667,162.4077911376953,64453600,0.0,0.0
2021-06-01,NVIDIA,162.6627223865321,163.84496184943671,158.99606688209312,162.6077423095703,47280400,0.0,0.0
2021-06-02,NVIDIA,162.4852748237088,169.1487412425606,162.31780221206964,167.7440643310547,59416800,0.0,0.0
2021-06-03,NVIDIA,166.9692442326757,172.55045424223817,165.79200851780604,169.6586151123047,58000800,0.0,0.0
2021-06-04,NVIDIA,171.08579898780232,176.56954310391967,170.91583976173675,175.7422332763672,61712000,0.0,0.0
2021-06-07,NVIDIA,175.67222856392175,178.08418183047962,171.88810750824092,176.14962768554688,57575600,0.0,0.0
2021-06-08,NVIDIA,175.23235248795135,176.1746261913949,172.4704731613492,174.53001403808594,32384800,0.0,0.0
2021-06-09,NVIDIA,175.15750122070312,175.75,172.5574951171875,173.58250427246094,38165600,0.04,0.0
2021-06-10,NVIDIA,173.5,174.9199981689453,171.75999450683594,174.25,28777200,0.0,0.0
2021-06-11,NVIDIA,174.7949981689453,179.3925018310547,174.4375,178.25250244140625,41630800,0.0,0.0
2021-06-14,NVIDIA,179.05999755859375,180.39500427246094,176.62750244140625,180.1875,32137600,0.0,0.0
2021-06-15,NVIDIA,179.14999389648438,180.16250610351562,177.27999877929688,177.88499450683594,24303200,0.0,0.0
2021-06-16,NVIDIA,177.90750122070312,179.54750061035156,175.84500122070312,178.1024932861328,30712400,0.0,0.0
2021-06-17,NVIDIA,177.7449951171875,188.35000610351562,177.5625,186.57249450683594,80965600,0.0,0.0
2021-06-18,NVIDIA,187.83999633789062,193.75,185.83999633789062,186.3874969482422,96885600,0.0,0.0
2021-06-21,NVIDIA,184.3524932861328,185.36500549316406,178.2274932861328,184.2725067138672,67238400,0.0,0.0
2021-06-22,NVIDIA,184.71499633789062,189.6374969482422,183.86000061035156,188.86749267578125,58014400,0.0,0.0
2021-06-23,NVIDIA,190.07749938964844,191.52749633789062,189.07749938964844,190.57249450683594,33235600,0.0,0.0
2021-06-24,NVIDIA,192.27749633789062,194.1999969482422,190.88250732421875,192.05499267578125,32092400,0.0,0.0
2021-06-25,NVIDIA,192.80499267578125,193.4550018310547,188.94500732421875,190.30999755859375,27836400,0.0,0.0
2021-06-28,NVIDIA,193.6125030517578,200.78750610351562,193.19000244140625,199.85000610351562,49543600,0.0,0.0
2021-06-29,NVIDIA,198.8249969482422,200.9875030517578,196.57000732421875,200.2675018310547,36763200,0.0,0.0
2021-06-30,NVIDIA,199.99249267578125,201.625,198.6374969482422,200.02499389648438,32656800,0.0,0.0
2021-07-01,NVIDIA,201.25,204.55999755859375,200.19000244140625,202.1199951171875,48013600,0.0,0.0
2021-07-02,NVIDIA,204.40249633789062,205.05250549316406,202.87750244140625,204.8699951171875,34276400,0.0,0.0
2021-07-06,NVIDIA,207.375,208.4199981689453,203.50250244140625,206.98500061035156,44670800,0.0,0.0
2021-07-07,NVIDIA,208.53500366210938,208.75,203.32000732421875,203.71749877929688,41842800,0.0,0.0
2021-07-08,NVIDIA,198.56500244140625,201.3300018310547,197.00750732421875,199.02749633789062,50330000,0.0,0.0
2021-07-09,NVIDIA,199.625,200.80250549316406,197.54249572753906,200.50250244140625,29662400,0.0,0.0
2021-07-12,NVIDIA,202.39999389648438,205.32749938964844,201.87750244140625,205.125,32198400,0.0,0.0
2021-07-13,NVIDIA,204.0050048828125,204.6125030517578,201.13999938964844,202.5,29070800,0.0,0.0
2021-07-14,NVIDIA,203.57749938964844,204.17750549316406,197.52749633789062,198.4149932861328,38010000,0.0,0.0
2021-07-15,NVIDIA,198.11749267578125,198.47000122070312,188.5850067138672,189.66250610351562,55056400,0.0,0.0
2021-07-16,NVIDIA,190.30499267578125,191.57000732421875,180.72999572753906,181.61000061035156,68822400,0.0,0.0
2021-07-19,NVIDIA,179.15249633789062,190.4199981689453,178.65499877929688,187.79750061035156,74906000,0.0,0.0
2021-07-20,NVIDIA,187.3000030517578,188.3800048828125,181.63999938964844,186.1199951171875,43468700,0.0,4.0
2021-07-21,NVIDIA,188.82000732421875,195.27000427246094,187.4199981689453,194.10000610351562,37101700,0.0,0.0
2021-07-22,NVIDIA,196.4199981689453,198.8699951171875,192.75999450683594,195.94000244140625,32382600,0.0,0.0
2021-07-23,NVIDIA,196.55999755859375,197.0,192.5,195.5800018310547,19567200,0.0,0.0
2021-07-26,NVIDIA,193.11000061035156,194.4199981689453,189.13999938964844,192.94000244140625,20394300,0.0,0.0
2021-07-27,NVIDIA,192.64999389648438,196.22000122070312,187.41000366210938,192.0800018310547,24886300,0.0,0.0
2021-07-28,NVIDIA,193.19000244140625,196.4600067138672,189.9499969482422,195.02999877929688,20219100,0.0,0.0
2021-07-29,NVIDIA,195.19000244140625,198.52999877929688,193.27999877929688,196.6199951171875,19078100,0.0,0.0
2021-07-30,NVIDIA,194.17999267578125,196.3000030517578,192.6300048828125,194.99000549316406,18349700,0.0,0.0
2021-08-02,NVIDIA,197.0,199.61000061035156,193.61000061035156,197.5,21744400,0.0,0.0
2021-08-03,NVIDIA,197.39999389648438,202.22000122070312,192.1999969482422,198.14999389648438,30181100,0.0,0.0
2021-08-04,NVIDIA,199.89999389648438,203.17999267578125,198.27999877929688,202.74000549316406,23130900,0.0,0.0
2021-08-05,NVIDIA,205.0,207.3300018310547,203.4199981689453,206.3699951171875,21143500,0.0,0.0
2021-08-06,NVIDIA,205.24000549316406,205.6999969482422,202.10000610351562,203.66000366210938,17849700,0.0,0.0
2021-08-09,NVIDIA,204.4600067138672,205.0800018310547,201.42999267578125,202.9499969482422,14644300,0.0,0.0
2021-08-10,NVIDIA,203.22000122070312,204.3000030517578,198.35000610351562,199.36000061035156,17923800,0.0,0.0
2021-08-11,NVIDIA,200.42999267578125,200.49000549316406,194.3000030517578,196.99000549316406,18592500,0.0,0.0
2021-08-12,NVIDIA,198.6999969482422,200.2899932861328,196.1999969482422,199.0500030517578,15165200,0.0,0.0
2021-08-13,NVIDIA,199.0500030517578,202.13999938964844,198.50999450683594,201.8800048828125,18306300,0.0,0.0
2021-08-16,NVIDIA,201.35000610351562,202.8699951171875,194.52999877929688,199.5,21087600,0.0,0.0
2021-08-17,NVIDIA,196.85000610351562,197.6999969482422,192.6699981689453,194.5800018310547,20458500,0.0,0.0
2021-08-18,NVIDIA,195.0,196.33999633789062,190.0,190.39999389648438,28591300,0.0,0.0
2021-08-19,NVIDIA,194.94000244140625,204.9499969482422,187.6199951171875,197.97999572753906,76655500,0.0,0.0
2021-08-20,NVIDIA,199.91000366210938,208.64999389648438,199.3300018310547,208.16000366210938,67574100,0.0,0.0
2021-08-23,NVIDIA,209.7100067138672,219.97000122070312,209.5,219.5800018310547,57580700,0.0,0.0
2021-08-24,NVIDIA,217.52999877929688,219.58999633789062,215.35000610351562,217.92999267578125,29729900,0.0,0.0
2021-08-25,NVIDIA,217.3699951171875,224.6999969482422,217.22000122070312,222.1300048828125,34770100,0.0,0.0
2021-08-26,NVIDIA,222.0,223.39999389648438,217.89999389648438,220.67999267578125,23794000,0.0,0.0
2021-08-27,NVIDIA,221.83999633789062,227.22000122070312,221.6699981689453,226.36000061035156,30472200,0.0,0.0
2021-08-30,NVIDIA,228.3000030517578,230.42999267578125,225.50999450683594,226.8800048828125,26258000,0.0,0.0
2021-08-31,NVIDIA,226.9499969482422,226.9499969482422,221.1999969482422,223.85000610351562,25985000,0.0,0.0
2021-09-01,NVIDIA,224.85000610351562,226.97000122070312,223.57000732421875,224.41000366210938,20176700,0.0,0.0
2021-09-02,NVIDIA,225.17999267578125,225.92999267578125,222.9499969482422,223.9600067138672,18783400,0.0,0.0
2021-09-03,NVIDIA,223.25,229.86000061035156,222.0,228.42999267578125,28053200,0.0,0.0
2021-09-07,NVIDIA,228.3300018310547,228.99000549316406,225.22000122070312,226.6199951171875,19810700,0.0,0.0
2021-09-08,NVIDIA,225.1300048828125,226.10000610351562,219.77000427246094,223.38999938964844,25443400,0.0,0.0
2021-09-09,NVIDIA,223.1199951171875,225.3800048828125,221.30999755859375,221.77000427246094,19685600,0.0,0.0
2021-09-10,NVIDIA,223.47999572753906,226.25999450683594,222.6999969482422,224.77999877929688,24837600,0.0,0.0
2021-09-13,NVIDIA,226.83999633789062,229.63999938964844,218.5800018310547,221.52000427246094,29750000,0.0,0.0
2021-09-14,NVIDIA,222.75,224.10000610351562,220.86000061035156,222.4199981689453,19975500,0.0,0.0
2021-09-15,NVIDIA,223.08999633789062,223.6699981689453,219.66000366210938,223.41000366210938,16653800,0.0,0.0
2021-09-16,NVIDIA,221.8300018310547,222.77000427246094,219.27000427246094,222.4199981689453,15603300,0.0,0.0
2021-09-17,NVIDIA,223.0,223.2100067138672,218.3000030517578,219.0,29450300,0.0,0.0
2021-09-20,NVIDIA,211.4600067138672,214.3300018310547,206.6199951171875,211.1300048828125,34944000,0.0,0.0
2021-09-21,NVIDIA,214.1699981689453,214.25,209.5,212.4600067138672,20468800,0.0,0.0
2021-09-22,NVIDIA,213.66000366210938,219.60000610351562,211.9600067138672,219.41000366210938,26872600,0.0,0.0
2021-09-23,NVIDIA,221.39999389648438,225.35000610351562,218.89999389648438,224.82000732421875,24855500,0.0,0.0
2021-09-24,NVIDIA,220.6999969482422,221.49000549316406,218.61000061035156,220.80999755859375,21765500,0.0,0.0
2021-09-27,NVIDIA,217.10000610351562,217.99000549316406,213.25,216.60000610351562,24521500,0.0,0.0
2021-09-28,NVIDIA,212.13999938964844,214.19000244140625,206.50999450683594,206.99000549316406,34306900,0.0,0.0
2021-09-29,NVIDIA,209.39999389648438,210.1699981689453,204.6699981689453,205.1699981689453,21839400,0.0,0.0
2021-09-30,NVIDIA,207.67999267578125,210.66000366210938,206.8800048828125,207.16000366210938,22100900,0.0,0.0
2021-10-01,NVIDIA,207.5,208.58999633789062,202.02999877929688,207.4199981689453,24097800,0.0,0.0
2021-10-04,NVIDIA,205.0399932861328,205.4199981689453,195.5500030517578,197.32000732421875,34563500,0.0,0.0
2021-10-05,NVIDIA,199.5,206.47999572753906,198.5399932861328,204.50999450683594,27928200,0.0,0.0
2021-10-06,NVIDIA,201.1999969482422,207.1999969482422,200.8000030517578,207.0,29720200,0.0,0.0
2021-10-07,NVIDIA,210.9199981689453,213.22000122070312,209.72000122070312,210.75,25691900,0.0,0.0
2021-10-08,NVIDIA,211.00999450683594,212.05999755859375,207.75,208.30999755859375,15125800,0.0,0.0
2021-10-11,NVIDIA,205.75,210.6300048828125,205.11000061035156,206.9499969482422,16338800,0.0,0.0
2021-10-12,NVIDIA,208.27999877929688,210.57000732421875,205.27999877929688,206.7100067138672,16213400,0.0,0.0
2021-10-13,NVIDIA,209.17999267578125,209.89999389648438,207.1300048828125,209.38999938964844,18065200,0.0,0.0
2021-10-14,NVIDIA,212.8800048828125,217.5500030517578,211.22000122070312,217.4600067138672,24358900,0.0,0.0
2021-10-15,NVIDIA,218.10000610351562,219.30999755859375,216.6199951171875,218.6199951171875,22699400,0.0,0.0
2021-10-18,NVIDIA,217.49000549316406,222.91000366210938,216.44000244140625,222.22000122070312,18949400,0.0,0.0
2021-10-19,NVIDIA,222.75999450683594,223.7899932861328,220.3699951171875,222.89999389648438,16147300,0.0,0.0
2021-10-20,NVIDIA,223.0500030517578,224.3300018310547,219.82000732421875,221.02999877929688,14627600,0.0,0.0
2021-10-21,NVIDIA,220.97000122070312,227.11000061035156,220.8300018310547,226.9199981689453,18759000,0.0,0.0
2021-10-22,NVIDIA,228.22999572753906,231.3000030517578,225.61000061035156,227.25999450683594,24938400,0.0,0.0
